cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
983919101,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
053484101,,Domestic Common Stock,Real Estate,6798,REIT - Residential,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
09062X103,,Domestic Common Stock,Healthcare,2836,Drug Manufacturers - General,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
053774105,,Domestic Common Stock,Industrials,7510,Rental & Leasing Services,Services,Services-Auto Rental & Leasing (No Drivers),,Personal Services
724479506,,Domestic Preferred Stock,Industrials,3579,Integrated Freight & Logistics,Manufacturing,Office Machines Nec,,Computers
084423102,,Domestic Common Stock Primary Class,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
37045V100,,Domestic Common Stock Primary Class,Consumer Cyclical,3711,Auto Manufacturers,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks
388689101,,Domestic Common Stock,Consumer Cyclical,2650,Packaging & Containers,Manufacturing,Paperboard Containers & Boxes,,Shipping Containers
090572207,,Domestic Common Stock Primary Class,Healthcare,3826,Medical Devices,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment
G5480U104,,Domestic Common Stock Primary Class,Communication Services,4841,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication
693475857,,Domestic Preferred Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
G16962105,,Domestic Common Stock,Consumer Defensive,2070,Farm Products,Manufacturing,Fats & Oils,,Food Products
698354107,,Domestic Common Stock,Communication Services,4832,Broadcasting,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,,Communication
H84989104,,Domestic Common Stock,Technology,5065,Electronic Components,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,,Wholesale
254709108,,Domestic Common Stock Primary Class,Financial Services,6141,Credit Services,Finance Insurance And Real Estate,Personal Credit Institutions,,Banking
20605P101,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
4525EP101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
85859N300,,Domestic Common Stock Primary Class,Technology,3690,Software - Infrastructure,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
79400X503,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
017175100,,Domestic Common Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
74841Q308,,ADR Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
607409109,,ADR Common Stock,Communication Services,4812,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication
86740P207,,ADR Common Stock,Consumer Defensive,8200,Education & Training Services,Services,Services-Educational Services,,Personal Services
003654100,,Domestic Common Stock,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
72303P503,,Domestic Common Stock,Technology,3661,Solar,Manufacturing,Telephone & Telegraph Apparatus,,Electronic Equipment
269246401,,Domestic Common Stock,Financial Services,6035,Capital Markets,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking
302445101,,Domestic Common Stock,Technology,3812,Scientific & Technical Instruments,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment
422806208,,Domestic Common Stock Secondary Class,Industrials,3724,Aerospace & Defense,Manufacturing,Aircraft Engines & Engine Parts,,Aircraft
G0408V102,,Domestic Common Stock,Financial Services,6411,Insurance Brokers,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,,Insurance
40416M105,,Domestic Common Stock,Industrials,5000,Industrial Distribution,Wholesale Trade,Wholesale-Durable Goods,,Wholesale
758932206,,Domestic Common Stock,Consumer Cyclical,7200,Personal Services,Services,Services-Personal Services,,Personal Services
761025105,,Domestic Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
32008D106,,Domestic Common Stock,Technology,7389,Software - Infrastructure,Services,Services-Business Services Nec,,Business Services
015351109,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
M87095309,,ADR Common Stock,Industrials,3674,Security & Protection Services,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
85209E208,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
02008G110,,Domestic Common Stock Warrant,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
59522J103,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Residential,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
74460W107,,Domestic Preferred Stock,Real Estate,6798,REIT - Industrial,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
74460W875,,Domestic Preferred Stock,Real Estate,6798,REIT - Industrial,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
15201P109,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
98919V105,,Domestic Common Stock,Technology,4813,Communication Equipment,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication
285233102,,Domestic Common Stock,Technology,3823,Scientific & Technical Instruments,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment
09228F103,,Canadian Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
G3R39B116,,ADR Common Stock,Industrials,4731,Integrated Freight & Logistics,Transportation Communications Electric Gas And Sanitary Service,Arrangement Of Transportation Of Freight & Cargo,,Transportation
G27740110,,ADR Common Stock Primary Class,Consumer Defensive,8200,Education & Training Services,Services,Services-Educational Services,,Personal Services
7591EP506,,Domestic Preferred Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
06652V208,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
G16258108,,ADR Common Stock Primary Class,Utilities,4911,Utilities - Renewable,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities
761565100,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
761655604,,ADR Common Stock,Basic Materials,8880,Other Industrial Metals & Mining,Services,American Depositary Receipts,,
777149105,,Domestic Common Stock,Energy,4610,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Pipe Lines (No Natural Gas),,Transportation
808513204,,Domestic Preferred Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
279158109,,ADR Common Stock,Energy,1311,Oil & Gas Integrated,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
83416T100,,Domestic Common Stock,Industrials,1700,Engineering & Construction,Construction,Construction - Special Trade Contractors,,Construction
857477889,,Domestic Preferred Stock,Financial Services,6022,Asset Management,Finance Insurance And Real Estate,State Commercial Banks,,Banking
849343108,,Domestic Common Stock,Energy,5171,Oil & Gas Refining & Marketing,Wholesale Trade,Wholesale-Petroleum Bulk Stations & Terminals,,Wholesale
712704105,Domestic Common Stock Primary Class,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,
87652B103,ADR Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,
874696107,Domestic Common Stock,Energy,Oil & Gas Midstream,4922,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities,
87960M205,ADR Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,
22052L104,Domestic Common Stock,Basic Materials,Agricultural Inputs,100,Agriculture Forestry And Fishing,Agricultural Production-Crops,,Agriculture,
889094108,ADR Common Stock,Financial Services,Insurance - Property & Casualty,6331,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,
22304C100,Domestic Common Stock,Healthcare,Health Information Services,5912,Retail Trade,Retail-Drug Stores And Proprietary Stores,,Retail,
26078J100,Domestic Common Stock Primary Class,Basic Materials,Specialty Chemicals,2821,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,Chemicals,
222795106,Domestic Common Stock,Real Estate,REIT - Office,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,
89376V100,Domestic Common Stock,Energy,Oil & Gas Midstream,4610,Transportation Communications Electric Gas And Sanitary Service,Pipe Lines (No Natural Gas),,Transportation,
902973791,Domestic Preferred Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
902973155,Domestic Preferred Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
902973833,Domestic Preferred Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
83548R105,Domestic Common Stock Primary Class,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,
Y8564W103,ADR Common Stock,Energy,Oil & Gas Midstream,4412,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation,
758338404,Domestic Common Stock,Consumer Defensive,Beverages - Non-Alcoholic,2086,Manufacturing,Bottled & Canned Soft Drinks & Carbonated Waters,,Candy & Soda,
928972108,Canadian Common Stock,Technology,Communication Equipment,6794,Finance Insurance And Real Estate,Patent Owners & Lessors,,Trading,
879273209,ADR Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,
949746721,Domestic Preferred Stock,Financial Services,Banks - Diversified,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
949746747,Domestic Preferred Stock,Financial Services,Banks - Diversified,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
94988U730,Domestic Preferred Stock,Financial Services,Banks - Diversified,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
98979F107,Domestic Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,
01643A108,Domestic Common Stock,Consumer Defensive,Beverages - Non-Alcoholic,5140,Wholesale Trade,Wholesale-Groceries & Related Products,,Wholesale,
55608B105,Domestic Common Stock,Industrials,Airports & Air Services,5172,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),,Wholesale,
23135106,Domestic Common Stock,Consumer Cyclical,Internet Retail,5961,Retail Trade,Retail-Catalog & Mail-Order Houses,,Retail,
83086J200,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,
96108P103,Domestic Common Stock,Basic Materials,Thermal Coal,1221,Mining,Bituminous Coal & Lignite Surface Mining,,Coal,
869099101,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
85529M104,Domestic Common Stock,Industrials,Aerospace & Defense,4512,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation,
858568108,Domestic Common Stock Primary Class,Financial Services,Asset Management,6799,Finance Insurance And Real Estate,Investors Nec,,Trading,
871655106,Domestic Common Stock,Consumer Cyclical,Auto Parts,3823,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment,
989701859,Domestic Preferred Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,
00762U200,ADR Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,
